measure,sctn_increment,call_num,col_num
17,x,,12
20,,,12
28,,,12
21,,,12
18,,,12
22,,,12
20,,,12
23,x,,12
19,,,12
22,,,12
24,,,12
24,,,12
23,,,12
13,,,12
20,x,,12
25,,,12
22,,,12
26,,,12
26,,,12
25,,,12
24,,,12
16,x,Z671 .A2x 1976,12
4,,,12
14,,,12
0,,,12
11,,,12
18,,,12
22,,,12
14,x,,12
17,,,12
22,,,12
10,,,12
18,,,12
18,,,12
14,,,12
22,x,,12
19,,,12
29,,,12
28,,,12
20,,,12
21,,,12
26,,,12
23,x,,12
24,,,12
28,,,12
27,,,12
25,,,12
33,,,12
20,,,12
23,x,,12
20,,,12
23,,,12
21,,,12
21,,,12
23,,,12
29,,,12
17,x,,12
30,,,12
22,,,12
21,,,12
26,,,12
31,,,12
28,,,12
24,x,Z687 .C67 1986,12
16,,,12
15,,,12
16,,,12
17,,,12
21,,,12
19,,,12
22,x,,12
25,,,12
14,,,12
14,,,12
34,,,12
0,,,12
5,,,12
0,x,,12
18,,,12
27,,,12
24,,,12
27,,,12
0,,,12
20,,,12
15,x,,12
15,,,12
18,,,12
34,,,12
19,,,12
16,,,12
22,,,12
14,x,,12
19,,,12
23,,,12
8,,,12
27,,,12
9,,,12
17,,,12
22,x,,12
19,,,12
21,,,12
23,,,12
33,,,12
20,,,12
18,,,12
17,x,Z713.5 .U6 G55 1994,12
22,,,12
16,,,12
13,,,12
15,,,12
18,,,12
24,,,12
17,x,,12
23,,,12
17,,,12
19,,,12
26,,,12
35,,,12
15,,,12
22,x,,12
17,,,12
17,,,12
16,,,12
25,,,12
17,,,12
19,,,12
19,x,,12
18,,,12
20,,,12
19,,,12
18,,,12
29,,,12
24,,,12
20,x,,12
16,,,12
7,,,12
0,,,12
0,,,12
0,,,12
18,,,12
20,x,Z1019 .P4,12
21,,,12
29,,,12
22,,,12
16,,,12
20,,,12
23,,,12
18,x,,12
21,,,12
24,,,12
28,,,12
18,,,12
18,,,12
20,,,12
21,x,,12
18,,,12
18,,,12
29,,,12
29,,,12
27,,,12
18,,,12
23,x,,12
22,,,12
19,,,12
18,,,12
17,,,12
20,,,12
18,,,12
20,x,,12
19,,,12
18,,,12
18,,,12
19,,,12
19,,,12
21,,,12
19,x,Z2001 .S75,12
22,,,12
20,,,12
21,,,12
19,,,12
26,,,12
19,,,12
19,x,,12
18,,,12
19,,,12
21,,,12
16,,,12
19,,,12
22,,,12
18,x,,12
18,,,12
19,,,12
20,,,12
17,,,12
19,,,12
18,,,12
21,x,,12
19,,,12
19,,,12
19,,,12
18,,,12
19,,,12
17,,,12
20,x,,12
18,,,12
19,,,12
20,,,12
22,,,12
19,,,12
19,,,12
18,x,,12
22,,,12
19,,,12
18,,,12
18,,,12
22,,,12
19,,,12
21,x,Z7164 .D3 D75 1972,12
19,,,12
19,,,12
19,,,12
19,,,12
17,,,12
19,,,12
21,x,,12
18,,,12
16,,,12
20,,,12
19,,,12
19,,,12
21,,,12
18,x,,12
20,,,12
21,,,12
19,,,12
20,,,12
19,,,12
18,,,12
20,x,,12
21,,,12
19,,,12
18,,,12
19,,,12
19,,,12
19,,,12
18,x,,12
21,,,12
20,,,12
17,,,12
18,,,12
19,,,12
19,,,12
18,x,,12
19,,,12
20,,,12
26,,,12
35,,,12
35,,,12
35,,,12
