measure,sctn_increment,call_num,col_num,shelf_num,section_num,range_num,runsum,col_num2,shelf_per_section,section_per_range,way,units_into,pretty_waypoint
24.0,x,Q1 .H68 1975,1,1,1,1,24.0,01,1,1,1,24.0,The last book from this shelf goes 24.0 in/cm into shelf 1
21.0,,,1,2,1,1,45.0,01,2,1,2,18.9332515825833,The last book from this shelf goes 18.9 in/cm into shelf 2
25.0,,,1,3,1,1,70.0,01,3,1,3,17.8665031651666,The last book from this shelf goes 17.9 in/cm into shelf 3
27.0,,,1,4,1,1,97.0,01,4,1,4,18.7997547477499,The last book from this shelf goes 18.8 in/cm into shelf 4
8.0,,,1,5,1,1,105.0,01,5,1,5,0.7330063303331968,The last book from this shelf goes 0.7 in/cm into shelf 5
26.0,,,1,6,1,1,131.0,01,6,1,6,0.6662579129165067,The last book from this shelf goes 0.7 in/cm into shelf 6
23.0,x,,1,7,2,1,154.0,01,1,2,6,23.666257912916507,The last book from this shelf goes 23.7 in/cm into shelf 6
25.0,,,1,8,2,1,179.0,01,2,2,7,22.599509495499802,The last book from this shelf goes 22.6 in/cm into shelf 7
25.0,,,1,9,2,1,204.0,01,3,2,8,21.532761078083098,The last book from this shelf goes 21.5 in/cm into shelf 8
26.0,,,1,10,2,1,230.0,01,4,2,9,21.466012660666394,The last book from this shelf goes 21.5 in/cm into shelf 9
23.0,,,1,11,2,1,253.0,01,5,2,10,18.39926424324969,The last book from this shelf goes 18.4 in/cm into shelf 10
23.0,,,1,12,2,1,276.0,01,6,2,11,15.332515825833013,The last book from this shelf goes 15.3 in/cm into shelf 11
24.0,x,,1,13,3,1,300.0,01,1,3,12,13.265767408416309,The last book from this shelf goes 13.3 in/cm into shelf 12
26.0,,,1,14,3,1,326.0,01,2,3,13,13.199018990999605,The last book from this shelf goes 13.2 in/cm into shelf 13
26.0,,,1,15,3,1,352.0,01,3,3,14,13.1322705735829,The last book from this shelf goes 13.1 in/cm into shelf 14
24.0,,,1,16,3,1,376.0,01,4,3,15,11.065522156166196,The last book from this shelf goes 11.1 in/cm into shelf 15
26.0,,,1,17,3,1,402.0,01,5,3,16,10.998773738749492,The last book from this shelf goes 11.0 in/cm into shelf 16
25.0,,,1,18,3,1,427.0,01,6,3,17,9.932025321332787,The last book from this shelf goes 9.9 in/cm into shelf 17
22.0,x,,1,19,4,1,449.0,01,1,4,18,5.865276903916083,The last book from this shelf goes 5.9 in/cm into shelf 18
21.0,,,1,20,4,1,470.0,01,2,4,19,0.7985284864993787,The last book from this shelf goes 0.8 in/cm into shelf 19
25.0,,,1,21,4,1,495.0,01,3,4,19,25.79852848649938,The last book from this shelf goes 25.8 in/cm into shelf 19
24.0,,,1,22,4,1,519.0,01,4,4,20,23.731780069082674,The last book from this shelf goes 23.7 in/cm into shelf 20
26.0,,,1,23,4,1,545.0,01,5,4,21,23.665031651666027,The last book from this shelf goes 23.7 in/cm into shelf 21
9.0,,,1,24,4,1,554.0,01,6,4,22,6.598283234249379,The last book from this shelf goes 6.6 in/cm into shelf 22
1.0,x,,1,25,5,1,555.0,01,1,5,22,7.598283234249379,The last book from this shelf goes 7.6 in/cm into shelf 22
29.0,,,1,26,5,1,584.0,01,2,5,23,10.531534816832732,The last book from this shelf goes 10.5 in/cm into shelf 23
26.0,,,1,27,5,1,610.0,01,3,5,24,10.464786399416084,The last book from this shelf goes 10.5 in/cm into shelf 24
26.0,,,1,28,5,1,636.0,01,4,5,25,10.398037981999437,The last book from this shelf goes 10.4 in/cm into shelf 25
23.0,,,1,29,5,1,659.0,01,5,5,26,7.331289564582789,The last book from this shelf goes 7.3 in/cm into shelf 26
26.0,,,1,30,5,1,685.0,01,6,5,27,7.264541147166142,The last book from this shelf goes 7.3 in/cm into shelf 27
24.0,x,,1,31,6,1,709.0,01,1,6,28,5.197792729749494,The last book from this shelf goes 5.2 in/cm into shelf 28
25.0,,,1,32,6,1,734.0,01,2,6,29,4.131044312332847,The last book from this shelf goes 4.1 in/cm into shelf 29
25.0,,,1,33,6,1,759.0,01,3,6,30,3.0642958949161994,The last book from this shelf goes 3.1 in/cm into shelf 30
25.0,,,1,34,6,1,784.0,01,4,6,31,1.9975474774995519,The last book from this shelf goes 2.0 in/cm into shelf 31
25.0,,,1,35,6,1,809.0,01,5,6,32,0.9307990600829044,The last book from this shelf goes 0.9 in/cm into shelf 32
25.0,,,1,36,6,1,834.0,01,6,6,32,25.930799060082904,The last book from this shelf goes 25.9 in/cm into shelf 32
25.0,x,,1,37,7,1,859.0,01,1,7,33,24.864050642666257,The last book from this shelf goes 24.9 in/cm into shelf 33
25.0,,,1,38,7,1,884.0,01,2,7,34,23.79730222524961,The last book from this shelf goes 23.8 in/cm into shelf 34
25.0,,,1,39,7,1,909.0,01,3,7,35,22.730553807832962,The last book from this shelf goes 22.7 in/cm into shelf 35
26.0,,,1,40,7,1,935.0,01,4,7,36,22.663805390416314,The last book from this shelf goes 22.7 in/cm into shelf 36
24.0,,,1,41,7,1,959.0,01,5,7,37,20.597056972999667,The last book from this shelf goes 20.6 in/cm into shelf 37
27.0,,,1,42,7,1,986.0,01,6,7,38,21.53030855558302,The last book from this shelf goes 21.5 in/cm into shelf 38
24.0,x,,1,43,8,1,1010.0,01,1,8,39,19.463560138166372,The last book from this shelf goes 19.5 in/cm into shelf 39
27.0,,,1,44,8,1,1037.0,01,2,8,40,20.396811720749724,The last book from this shelf goes 20.4 in/cm into shelf 40
25.0,,,1,45,8,1,1062.0,01,3,8,41,19.330063303332963,The last book from this shelf goes 19.3 in/cm into shelf 41
27.0,,,1,46,8,1,1089.0,01,4,8,42,20.263314885916316,The last book from this shelf goes 20.3 in/cm into shelf 42
28.0,,,1,47,8,1,1117.0,01,5,8,43,22.196566468499668,The last book from this shelf goes 22.2 in/cm into shelf 43
24.0,,,1,48,8,1,1141.0,01,6,8,44,20.12981805108302,The last book from this shelf goes 20.1 in/cm into shelf 44
22.0,x,Q141 .A47 1960 Vol. 1,1,49,9,2,1163.0,01,1,1,45,16.063069633666373,The last book from this shelf goes 16.1 in/cm into shelf 45
8.0,,,1,50,9,2,1171.0,01,2,1,45,24.063069633666373,The last book from this shelf goes 24.1 in/cm into shelf 45
0.0,,,1,51,9,2,1171.0,01,3,1,45,24.063069633666373,The last book from this shelf goes 24.1 in/cm into shelf 45
0.0,,,1,52,9,2,1171.0,01,4,1,45,24.063069633666373,The last book from this shelf goes 24.1 in/cm into shelf 45
19.0,,,1,53,9,2,1190.0,01,5,1,46,16.996321216249726,The last book from this shelf goes 17.0 in/cm into shelf 46
24.0,,,1,54,9,2,1214.0,01,6,1,47,14.929572798833078,The last book from this shelf goes 14.9 in/cm into shelf 47
24.0,x,,1,55,10,2,1238.0,01,1,2,48,12.86282438141643,The last book from this shelf goes 12.9 in/cm into shelf 48
24.0,,,1,56,10,2,1262.0,01,2,2,49,10.796075963999783,The last book from this shelf goes 10.8 in/cm into shelf 49
26.0,,,1,57,10,2,1288.0,01,3,2,50,10.729327546583136,The last book from this shelf goes 10.7 in/cm into shelf 50
25.0,,,1,58,10,2,1313.0,01,4,2,51,9.662579129166488,The last book from this shelf goes 9.7 in/cm into shelf 51
24.0,,,1,59,10,2,1337.0,01,5,2,52,7.595830711749841,The last book from this shelf goes 7.6 in/cm into shelf 52
26.0,,,1,60,10,2,1363.0,01,6,2,53,7.529082294333193,The last book from this shelf goes 7.5 in/cm into shelf 53
26.0,x,,1,61,11,2,1389.0,01,1,3,54,7.462333876916546,The last book from this shelf goes 7.5 in/cm into shelf 54
25.0,,,1,62,11,2,1414.0,01,2,3,55,6.395585459499898,The last book from this shelf goes 6.4 in/cm into shelf 55
25.0,,,1,63,11,2,1439.0,01,3,3,56,5.328837042083251,The last book from this shelf goes 5.3 in/cm into shelf 56
27.0,,,1,64,11,2,1466.0,01,4,3,57,6.262088624666603,The last book from this shelf goes 6.3 in/cm into shelf 57
13.0,,,1,65,11,2,1479.0,01,5,3,57,19.262088624666603,The last book from this shelf goes 19.3 in/cm into shelf 57
21.0,,,1,66,11,2,1500.0,01,6,3,58,14.195340207249956,The last book from this shelf goes 14.2 in/cm into shelf 58
24.0,x,,1,67,12,2,1524.0,01,1,4,59,12.128591789833308,The last book from this shelf goes 12.1 in/cm into shelf 59
22.0,,,1,68,12,2,1546.0,01,2,4,60,8.06184337241666,The last book from this shelf goes 8.1 in/cm into shelf 60
25.0,,,1,69,12,2,1571.0,01,3,4,61,6.995094955000013,The last book from this shelf goes 7.0 in/cm into shelf 61
26.0,,,1,70,12,2,1597.0,01,4,4,62,6.928346537583366,The last book from this shelf goes 6.9 in/cm into shelf 62
25.0,,,1,71,12,2,1622.0,01,5,4,63,5.861598120166718,The last book from this shelf goes 5.9 in/cm into shelf 63
25.0,,,1,72,12,2,1647.0,01,6,4,64,4.794849702750071,The last book from this shelf goes 4.8 in/cm into shelf 64
25.0,x,,1,73,13,2,1672.0,01,1,5,65,3.728101285333423,The last book from this shelf goes 3.7 in/cm into shelf 65
25.0,,,1,74,13,2,1697.0,01,2,5,66,2.6613528679167757,The last book from this shelf goes 2.7 in/cm into shelf 66
30.0,,,1,75,13,2,1727.0,01,3,5,67,6.594604450500128,The last book from this shelf goes 6.6 in/cm into shelf 67
25.0,,,1,76,13,2,1752.0,01,4,5,68,5.527856033083481,The last book from this shelf goes 5.5 in/cm into shelf 68
25.0,,,1,77,13,2,1777.0,01,5,5,69,4.461107615666833,The last book from this shelf goes 4.5 in/cm into shelf 69
27.0,,,1,78,13,2,1804.0,01,6,5,70,5.394359198250186,The last book from this shelf goes 5.4 in/cm into shelf 70
26.0,x,,1,79,14,2,1830.0,01,1,6,71,5.327610780833538,The last book from this shelf goes 5.3 in/cm into shelf 71
25.0,,,1,80,14,2,1855.0,01,2,6,72,4.260862363416891,The last book from this shelf goes 4.3 in/cm into shelf 72
26.0,,,1,81,14,2,1881.0,01,3,6,73,4.194113946000243,The last book from this shelf goes 4.2 in/cm into shelf 73
24.0,,,1,82,14,2,1905.0,01,4,6,74,2.1273655285835957,The last book from this shelf goes 2.1 in/cm into shelf 74
28.0,,,1,83,14,2,1933.0,01,5,6,75,4.060617111166948,The last book from this shelf goes 4.1 in/cm into shelf 75
29.0,,,1,84,14,2,1962.0,01,6,6,76,6.993868693750301,The last book from this shelf goes 7.0 in/cm into shelf 76
21.0,x,,1,85,15,2,1983.0,01,1,7,77,1.9271202763336532,The last book from this shelf goes 1.9 in/cm into shelf 77
25.0,,,1,86,15,2,2008.0,01,2,7,78,0.8603718589170057,The last book from this shelf goes 0.9 in/cm into shelf 78
27.0,,,1,87,15,2,2035.0,01,3,7,79,1.7936234415003582,The last book from this shelf goes 1.8 in/cm into shelf 79
29.0,,,1,88,15,2,2064.0,01,4,7,80,4.726875024083711,The last book from this shelf goes 4.7 in/cm into shelf 80
25.0,,,1,89,15,2,2089.0,01,5,7,81,3.660126606666836,The last book from this shelf goes 3.7 in/cm into shelf 81
24.0,,,1,90,15,2,2113.0,01,6,7,82,1.593378189249961,The last book from this shelf goes 1.6 in/cm into shelf 82
25.0,x,,1,91,16,2,2138.0,01,1,8,83,0.5266297718330861,The last book from this shelf goes 0.5 in/cm into shelf 83
25.0,,,1,92,16,2,2163.0,01,2,8,83,25.526629771833086,The last book from this shelf goes 25.5 in/cm into shelf 83
27.0,,,1,93,16,2,2190.0,01,3,8,85,0.3931329369993364,The last book from this shelf goes 0.4 in/cm into shelf 85
23.0,,,1,94,16,2,2213.0,01,4,8,85,23.393132936999336,The last book from this shelf goes 23.4 in/cm into shelf 85
24.0,,,1,95,16,2,2237.0,01,5,8,86,21.32638451958246,The last book from this shelf goes 21.3 in/cm into shelf 86
27.0,,,1,96,16,2,2264.0,01,6,8,87,22.259636102165587,The last book from this shelf goes 22.3 in/cm into shelf 87
24.0,x,Q175.3 .J35 1986,1,97,17,3,2288.0,01,1,1,88,20.19288768474871,The last book from this shelf goes 20.2 in/cm into shelf 88
28.0,,,1,98,17,3,2316.0,01,2,1,89,22.126139267331837,The last book from this shelf goes 22.1 in/cm into shelf 89
26.0,,,1,99,17,3,2342.0,01,3,1,90,22.059390849914962,The last book from this shelf goes 22.1 in/cm into shelf 90
28.0,,,1,100,17,3,2370.0,01,4,1,91,23.992642432498087,The last book from this shelf goes 24.0 in/cm into shelf 91
25.0,,,1,101,17,3,2395.0,01,5,1,92,22.925894015081212,The last book from this shelf goes 22.9 in/cm into shelf 92
28.0,,,1,102,17,3,2423.0,01,6,1,93,24.859145597664337,The last book from this shelf goes 24.9 in/cm into shelf 93
23.0,x,,1,103,18,3,2446.0,01,1,2,94,21.792397180247463,The last book from this shelf goes 21.8 in/cm into shelf 94
24.0,,,1,104,18,3,2470.0,01,2,2,95,19.725648762830588,The last book from this shelf goes 19.7 in/cm into shelf 95
21.0,,,1,105,18,3,2491.0,01,3,2,96,14.658900345413713,The last book from this shelf goes 14.7 in/cm into shelf 96
26.0,,,1,106,18,3,2517.0,01,4,2,97,14.592151927996838,The last book from this shelf goes 14.6 in/cm into shelf 97
24.0,,,1,107,18,3,2541.0,01,5,2,98,12.525403510579963,The last book from this shelf goes 12.5 in/cm into shelf 98
24.0,,,1,108,18,3,2565.0,01,6,2,99,10.458655093163088,The last book from this shelf goes 10.5 in/cm into shelf 99
23.0,x,,1,109,19,3,2588.0,01,1,3,100,7.391906675746213,The last book from this shelf goes 7.4 in/cm into shelf 100
21.0,,,1,110,19,3,2609.0,01,2,3,101,2.3251582583293384,The last book from this shelf goes 2.3 in/cm into shelf 101
19.0,,,1,111,19,3,2628.0,01,3,3,101,21.32515825832934,The last book from this shelf goes 21.3 in/cm into shelf 101
25.0,,,1,112,19,3,2653.0,01,4,3,102,20.258409840912464,The last book from this shelf goes 20.3 in/cm into shelf 102
18.0,,,1,113,19,3,2671.0,01,5,3,103,12.191661423495589,The last book from this shelf goes 12.2 in/cm into shelf 103
17.0,,,1,114,19,3,2688.0,01,6,3,104,3.124913006078714,The last book from this shelf goes 3.1 in/cm into shelf 104
24.0,x,,1,115,20,3,2712.0,01,1,4,105,1.058164588661839,The last book from this shelf goes 1.1 in/cm into shelf 105
24.0,,,1,116,20,3,2736.0,01,2,4,105,25.05816458866184,The last book from this shelf goes 25.1 in/cm into shelf 105
21.0,,,1,117,20,3,2757.0,01,3,4,106,19.991416171244964,The last book from this shelf goes 20.0 in/cm into shelf 106
23.0,,,1,118,20,3,2780.0,01,4,4,107,16.92466775382809,The last book from this shelf goes 16.9 in/cm into shelf 107
17.0,,,1,119,20,3,2797.0,01,5,4,108,7.857919336411214,The last book from this shelf goes 7.9 in/cm into shelf 108
24.0,,,1,120,20,3,2821.0,01,6,4,109,5.7911709189943394,The last book from this shelf goes 5.8 in/cm into shelf 109
26.0,x,,1,121,21,3,2847.0,01,1,5,110,5.724422501577465,The last book from this shelf goes 5.7 in/cm into shelf 110
22.0,,,1,122,21,3,2869.0,01,2,5,111,1.6576740841605897,The last book from this shelf goes 1.7 in/cm into shelf 111
26.0,,,1,123,21,3,2895.0,01,3,5,112,1.5909256667437148,The last book from this shelf goes 1.6 in/cm into shelf 112
21.0,,,1,124,21,3,2916.0,01,4,5,112,22.590925666743715,The last book from this shelf goes 22.6 in/cm into shelf 112
21.0,,,1,125,21,3,2937.0,01,5,5,113,17.52417724932684,The last book from this shelf goes 17.5 in/cm into shelf 113
26.0,,,1,126,21,3,2963.0,01,6,5,114,17.457428831909965,The last book from this shelf goes 17.5 in/cm into shelf 114
25.0,x,,1,127,22,3,2988.0,01,1,6,115,16.39068041449309,The last book from this shelf goes 16.4 in/cm into shelf 115
25.0,,,1,128,22,3,3013.0,01,2,6,116,15.323931997076215,The last book from this shelf goes 15.3 in/cm into shelf 116
24.0,,,1,129,22,3,3037.0,01,3,6,117,13.25718357965934,The last book from this shelf goes 13.3 in/cm into shelf 117
22.0,,,1,130,22,3,3059.0,01,4,6,118,9.190435162242466,The last book from this shelf goes 9.2 in/cm into shelf 118
25.0,,,1,131,22,3,3084.0,01,5,6,119,8.12368674482559,The last book from this shelf goes 8.1 in/cm into shelf 119
25.0,,,1,132,22,3,3109.0,01,6,6,120,7.056938327408716,The last book from this shelf goes 7.1 in/cm into shelf 120
20.0,x,,1,133,23,3,3129.0,01,1,7,121,0.990189909991841,The last book from this shelf goes 1.0 in/cm into shelf 121
19.0,,,1,134,23,3,3148.0,01,2,7,121,19.99018990999184,The last book from this shelf goes 20.0 in/cm into shelf 121
18.0,,,1,135,23,3,3166.0,01,3,7,122,11.923441492574966,The last book from this shelf goes 11.9 in/cm into shelf 122
18.0,,,1,136,23,3,3184.0,01,4,7,123,3.8566930751580912,The last book from this shelf goes 3.9 in/cm into shelf 123
15.0,,,1,137,23,3,3199.0,01,5,7,123,18.85669307515809,The last book from this shelf goes 18.9 in/cm into shelf 123
20.0,,,1,138,23,3,3219.0,01,6,7,124,12.789944657741216,The last book from this shelf goes 12.8 in/cm into shelf 124
22.0,x,,1,139,24,3,3241.0,01,1,8,125,8.723196240324341,The last book from this shelf goes 8.7 in/cm into shelf 125
24.0,,,1,140,24,3,3265.0,01,2,8,126,6.656447822907467,The last book from this shelf goes 6.7 in/cm into shelf 126
26.0,,,1,141,24,3,3291.0,01,3,8,127,6.589699405490592,The last book from this shelf goes 6.6 in/cm into shelf 127
25.0,,,1,142,24,3,3316.0,01,4,8,128,5.522950988073717,The last book from this shelf goes 5.5 in/cm into shelf 128
25.0,,,1,143,24,3,3341.0,01,5,8,129,4.456202570656842,The last book from this shelf goes 4.5 in/cm into shelf 129
24.0,,,1,144,24,3,3365.0,01,6,8,130,2.389454153239967,The last book from this shelf goes 2.4 in/cm into shelf 130
24.0,x,QA1 .N3 7th,1,145,25,4,3389.0,01,1,1,131,0.32270573582309225,The last book from this shelf goes 0.3 in/cm into shelf 131
26.0,,,1,146,25,4,3415.0,01,2,1,132,0.2559573184062174,The last book from this shelf goes 0.3 in/cm into shelf 132
26.0,,,1,147,25,4,3441.0,01,3,1,133,0.1892089009893425,The last book from this shelf goes 0.2 in/cm into shelf 133
23.0,,,1,148,25,4,3464.0,01,4,1,133,23.189208900989343,The last book from this shelf goes 23.2 in/cm into shelf 133
26.0,,,1,149,25,4,3490.0,01,5,1,134,23.122460483572468,The last book from this shelf goes 23.1 in/cm into shelf 134
26.0,,,1,150,25,4,3516.0,01,6,1,135,23.055712066155593,The last book from this shelf goes 23.1 in/cm into shelf 135
25.0,x,,1,151,26,4,3541.0,01,1,2,136,21.988963648738718,The last book from this shelf goes 22.0 in/cm into shelf 136
24.0,,,1,152,26,4,3565.0,01,2,2,137,19.922215231321843,The last book from this shelf goes 19.9 in/cm into shelf 137
25.0,,,1,153,26,4,3590.0,01,3,2,138,18.855466813904968,The last book from this shelf goes 18.9 in/cm into shelf 138
24.0,,,1,154,26,4,3614.0,01,4,2,139,16.788718396488093,The last book from this shelf goes 16.8 in/cm into shelf 139
26.0,,,1,155,26,4,3640.0,01,5,2,140,16.72196997907122,The last book from this shelf goes 16.7 in/cm into shelf 140
23.0,,,1,156,26,4,3663.0,01,6,2,141,13.655221561654344,The last book from this shelf goes 13.7 in/cm into shelf 141
23.0,x,,1,157,27,4,3686.0,01,1,3,142,10.588473144237469,The last book from this shelf goes 10.6 in/cm into shelf 142
23.0,,,1,158,27,4,3709.0,01,2,3,143,7.521724726820594,The last book from this shelf goes 7.5 in/cm into shelf 143
24.0,,,1,159,27,4,3733.0,01,3,3,144,5.454976309403719,The last book from this shelf goes 5.5 in/cm into shelf 144
24.0,,,1,160,27,4,3757.0,01,4,3,145,3.388227891986844,The last book from this shelf goes 3.4 in/cm into shelf 145
22.0,,,1,161,27,4,3779.0,01,5,3,145,25.388227891986844,The last book from this shelf goes 25.4 in/cm into shelf 145
24.0,,,1,162,27,4,3803.0,01,6,3,146,23.32147947456997,The last book from this shelf goes 23.3 in/cm into shelf 146
24.0,x,,1,163,28,4,3827.0,01,1,4,147,21.254731057153094,The last book from this shelf goes 21.3 in/cm into shelf 147
25.0,,,1,164,28,4,3852.0,01,2,4,148,20.18798263973622,The last book from this shelf goes 20.2 in/cm into shelf 148
25.0,,,1,165,28,4,3877.0,01,3,4,149,19.121234222319345,The last book from this shelf goes 19.1 in/cm into shelf 149
23.0,,,1,166,28,4,3900.0,01,4,4,150,16.05448580490247,The last book from this shelf goes 16.1 in/cm into shelf 150
22.0,,,1,167,28,4,3922.0,01,5,4,151,11.987737387485595,The last book from this shelf goes 12.0 in/cm into shelf 151
20.0,,,1,168,28,4,3942.0,01,6,4,152,5.92098897006872,The last book from this shelf goes 5.9 in/cm into shelf 152
24.0,x,,1,169,29,4,3966.0,01,1,5,153,3.854240552651845,The last book from this shelf goes 3.9 in/cm into shelf 153
23.0,,,1,170,29,4,3989.0,01,2,5,154,0.7874921352349702,The last book from this shelf goes 0.8 in/cm into shelf 154
27.0,,,1,171,29,4,4016.0,01,3,5,155,1.7207437178180953,The last book from this shelf goes 1.7 in/cm into shelf 155
26.0,,,1,172,29,4,4042.0,01,4,5,156,1.6539953004012204,The last book from this shelf goes 1.7 in/cm into shelf 156
22.0,,,1,173,29,4,4064.0,01,5,5,156,23.65399530040122,The last book from this shelf goes 23.7 in/cm into shelf 156
23.0,,,1,174,29,4,4087.0,01,6,5,157,20.587246882984346,The last book from this shelf goes 20.6 in/cm into shelf 157
28.0,x,,1,175,30,4,4115.0,01,1,6,158,22.52049846556747,The last book from this shelf goes 22.5 in/cm into shelf 158
26.0,,,1,176,30,4,4141.0,01,2,6,159,22.45375004815105,The last book from this shelf goes 22.5 in/cm into shelf 159
26.0,,,1,177,30,4,4167.0,01,3,6,160,22.38700163073463,The last book from this shelf goes 22.4 in/cm into shelf 160
22.0,,,1,178,30,4,4189.0,01,4,6,161,18.32025321331821,The last book from this shelf goes 18.3 in/cm into shelf 161
24.0,,,1,179,30,4,4213.0,01,5,6,162,16.25350479590179,The last book from this shelf goes 16.3 in/cm into shelf 162
25.0,,,1,180,30,4,4238.0,01,6,6,163,15.18675637848537,The last book from this shelf goes 15.2 in/cm into shelf 163
27.0,x,,1,181,31,4,4265.0,01,1,7,164,16.12000796106895,The last book from this shelf goes 16.1 in/cm into shelf 164
19.0,,,1,182,31,4,4284.0,01,2,7,165,9.05325954365253,The last book from this shelf goes 9.1 in/cm into shelf 165
20.0,,,1,183,31,4,4304.0,01,3,7,166,2.9865111262361097,The last book from this shelf goes 3.0 in/cm into shelf 166
22.0,,,1,184,31,4,4326.0,01,4,7,166,24.98651112623611,The last book from this shelf goes 25.0 in/cm into shelf 166
15.0,,,1,185,31,4,4341.0,01,5,7,167,13.91976270881969,The last book from this shelf goes 13.9 in/cm into shelf 167
25.0,,,1,186,31,4,4366.0,01,6,7,168,12.85301429140327,The last book from this shelf goes 12.9 in/cm into shelf 168
18.0,x,,1,187,32,4,4384.0,01,1,8,169,4.786265873986849,The last book from this shelf goes 4.8 in/cm into shelf 169
14.0,,,1,188,32,4,4398.0,01,2,8,169,18.78626587398685,The last book from this shelf goes 18.8 in/cm into shelf 169
19.0,,,1,189,32,4,4417.0,01,3,8,170,11.71951745657043,The last book from this shelf goes 11.7 in/cm into shelf 170
20.0,,,1,190,32,4,4437.0,01,4,8,171,5.652769039154009,The last book from this shelf goes 5.7 in/cm into shelf 171
25.0,,,1,191,32,4,4462.0,01,5,8,172,4.586020621737589,The last book from this shelf goes 4.6 in/cm into shelf 172
26.0,,,1,192,32,4,4488.0,01,6,8,173,4.519272204321169,The last book from this shelf goes 4.5 in/cm into shelf 173
15.0,x,QA43 .T513,1,193,33,5,4503.0,01,1,1,173,19.51927220432117,The last book from this shelf goes 19.5 in/cm into shelf 173
21.0,,,1,194,33,5,4524.0,01,2,1,174,14.452523786904749,The last book from this shelf goes 14.5 in/cm into shelf 174
17.0,,,1,195,33,5,4541.0,01,3,1,175,5.385775369488329,The last book from this shelf goes 5.4 in/cm into shelf 175
16.0,,,1,196,33,5,4557.0,01,4,1,175,21.38577536948833,The last book from this shelf goes 21.4 in/cm into shelf 175
12.0,,,1,197,33,5,4569.0,01,5,1,176,7.3190269520719085,The last book from this shelf goes 7.3 in/cm into shelf 176
18.0,,,1,198,33,5,4587.0,01,6,1,176,25.31902695207191,The last book from this shelf goes 25.3 in/cm into shelf 176
11.0,,,1,199,33,5,4598.0,01,7,1,177,10.252278534655488,The last book from this shelf goes 10.3 in/cm into shelf 177
21.0,x,,1,200,34,5,4619.0,01,1,2,178,5.185530117239068,The last book from this shelf goes 5.2 in/cm into shelf 178
16.0,,,1,201,34,5,4635.0,01,2,2,178,21.185530117239068,The last book from this shelf goes 21.2 in/cm into shelf 178
16.0,,,1,202,34,5,4651.0,01,3,2,179,11.118781699822648,The last book from this shelf goes 11.1 in/cm into shelf 179
18.0,,,1,203,34,5,4669.0,01,4,2,180,3.052033282406228,The last book from this shelf goes 3.1 in/cm into shelf 180
16.0,,,1,204,34,5,4685.0,01,5,2,180,19.052033282406228,The last book from this shelf goes 19.1 in/cm into shelf 180
21.0,,,1,205,34,5,4706.0,01,6,2,181,13.985284864989808,The last book from this shelf goes 14.0 in/cm into shelf 181
27.0,,,1,206,34,5,4733.0,01,7,2,182,14.918536447573388,The last book from this shelf goes 14.9 in/cm into shelf 182
16.0,x,,1,207,35,5,4749.0,01,1,3,183,4.851788030156968,The last book from this shelf goes 4.9 in/cm into shelf 183
18.0,,,1,208,35,5,4767.0,01,2,3,183,22.851788030156968,The last book from this shelf goes 22.9 in/cm into shelf 183
14.0,,,1,209,35,5,4781.0,01,3,3,184,10.785039612740547,The last book from this shelf goes 10.8 in/cm into shelf 184
8.0,,,1,210,35,5,4789.0,01,4,3,184,18.785039612740547,The last book from this shelf goes 18.8 in/cm into shelf 184
14.0,,,1,211,35,5,4803.0,01,5,3,185,6.718291195324127,The last book from this shelf goes 6.7 in/cm into shelf 185
12.0,,,1,212,35,5,4815.0,01,6,3,185,18.718291195324127,The last book from this shelf goes 18.7 in/cm into shelf 185
13.0,,,1,213,35,5,4828.0,01,7,3,186,5.651542777907707,The last book from this shelf goes 5.7 in/cm into shelf 186
13.0,x,,1,214,36,5,4841.0,01,1,4,186,18.651542777907707,The last book from this shelf goes 18.7 in/cm into shelf 186
16.0,,,1,215,36,5,4857.0,01,2,4,187,8.584794360491287,The last book from this shelf goes 8.6 in/cm into shelf 187
12.0,,,1,216,36,5,4869.0,01,3,4,187,20.584794360491287,The last book from this shelf goes 20.6 in/cm into shelf 187
15.0,,,1,217,36,5,4884.0,01,4,4,188,9.518045943074867,The last book from this shelf goes 9.5 in/cm into shelf 188
17.0,,,1,218,36,5,4901.0,01,5,4,189,0.45129752565844683,The last book from this shelf goes 0.5 in/cm into shelf 189
13.0,,,1,219,36,5,4914.0,01,6,4,189,13.451297525658447,The last book from this shelf goes 13.5 in/cm into shelf 189
14.0,,,1,220,36,5,4928.0,01,7,4,190,1.3845491082420267,The last book from this shelf goes 1.4 in/cm into shelf 190
14.0,x,,1,221,37,5,4942.0,01,1,5,190,15.384549108242027,The last book from this shelf goes 15.4 in/cm into shelf 190
16.0,,,1,222,37,5,4958.0,01,2,5,191,5.317800690825607,The last book from this shelf goes 5.3 in/cm into shelf 191
15.0,,,1,223,37,5,4973.0,01,3,5,191,20.317800690825607,The last book from this shelf goes 20.3 in/cm into shelf 191
22.0,,,1,224,37,5,4995.0,01,4,5,192,16.251052273409186,The last book from this shelf goes 16.3 in/cm into shelf 192
20.0,,,1,225,37,5,5015.0,01,5,5,193,10.184303855992766,The last book from this shelf goes 10.2 in/cm into shelf 193
17.0,,,1,226,37,5,5032.0,01,6,5,194,1.1175554385763462,The last book from this shelf goes 1.1 in/cm into shelf 194
17.0,,,1,227,37,5,5049.0,01,7,5,194,18.117555438576346,The last book from this shelf goes 18.1 in/cm into shelf 194
