measure,sctn_increment,call_num,col_num,shelf_num,section_num,range_num,runsum,col_num2,shelf_per_section,section_per_range,way,units_into,pretty_waypoint
29.0,,,1,754,113,15,16850.0,01,2,1,647,10.880522348667,The last book from this shelf goes 10.9 in/cm into shelf 647
27.0,,,1,755,113,15,16877.0,01,3,1,648,11.81377393125149,The last book from this shelf goes 11.8 in/cm into shelf 648
24.0,,,1,756,113,15,16901.0,01,4,1,649,9.747025513835979,The last book from this shelf goes 9.7 in/cm into shelf 649
29.0,,,1,757,113,15,16930.0,01,5,1,650,12.680277096420468,The last book from this shelf goes 12.7 in/cm into shelf 650
26.0,,,1,758,113,15,16956.0,01,6,1,651,12.613528679004958,The last book from this shelf goes 12.6 in/cm into shelf 651
25.0,,,1,759,113,15,16981.0,01,7,1,652,11.546780261589447,The last book from this shelf goes 11.5 in/cm into shelf 652
26.0,x,,1,760,114,15,17007.0,01,1,2,653,11.480031844173936,The last book from this shelf goes 11.5 in/cm into shelf 653
25.0,,,1,761,114,15,17032.0,01,2,2,654,10.413283426758426,The last book from this shelf goes 10.4 in/cm into shelf 654
25.0,,,1,762,114,15,17057.0,01,3,2,655,9.346535009342915,The last book from this shelf goes 9.3 in/cm into shelf 655
27.0,,,1,763,114,15,17084.0,01,4,2,656,10.279786591927405,The last book from this shelf goes 10.3 in/cm into shelf 656
26.0,,,1,764,114,15,17110.0,01,5,2,657,10.213038174511894,The last book from this shelf goes 10.2 in/cm into shelf 657
26.0,,,1,765,114,15,17136.0,01,6,2,658,10.146289757096383,The last book from this shelf goes 10.1 in/cm into shelf 658
26.0,,,1,766,114,15,17162.0,01,7,2,659,10.079541339680873,The last book from this shelf goes 10.1 in/cm into shelf 659
26.0,x,,1,767,115,15,17188.0,01,1,3,660,10.012792922265362,The last book from this shelf goes 10.0 in/cm into shelf 660
26.0,,,1,768,115,15,17214.0,01,2,3,661,9.946044504849851,The last book from this shelf goes 9.9 in/cm into shelf 661
24.0,,,1,769,115,15,17238.0,01,3,3,662,7.879296087434341,The last book from this shelf goes 7.9 in/cm into shelf 662
26.0,,,1,770,115,15,17264.0,01,4,3,663,7.81254767001883,The last book from this shelf goes 7.8 in/cm into shelf 663
28.0,,,1,771,115,15,17292.0,01,5,3,664,9.74579925260332,The last book from this shelf goes 9.7 in/cm into shelf 664
26.0,,,1,772,115,15,17318.0,01,6,3,665,9.679050835187809,The last book from this shelf goes 9.7 in/cm into shelf 665
30.0,,,1,773,115,15,17348.0,01,7,3,666,13.612302417772298,The last book from this shelf goes 13.6 in/cm into shelf 666
26.0,x,,1,774,116,15,17374.0,01,1,4,667,13.545554000356788,The last book from this shelf goes 13.5 in/cm into shelf 667
25.0,,,1,775,116,15,17399.0,01,2,4,668,12.478805582941277,The last book from this shelf goes 12.5 in/cm into shelf 668
26.0,,,1,776,116,15,17425.0,01,3,4,669,12.412057165525766,The last book from this shelf goes 12.4 in/cm into shelf 669
27.0,,,1,777,116,15,17452.0,01,4,4,670,13.345308748110256,The last book from this shelf goes 13.3 in/cm into shelf 670
28.0,,,1,778,116,15,17480.0,01,5,4,671,15.278560330694745,The last book from this shelf goes 15.3 in/cm into shelf 671
26.0,,,1,779,116,15,17506.0,01,6,4,672,15.211811913279234,The last book from this shelf goes 15.2 in/cm into shelf 672
27.0,,,1,780,116,15,17533.0,01,7,4,673,16.145063495863724,The last book from this shelf goes 16.1 in/cm into shelf 673
27.0,x,,1,781,117,15,17560.0,01,1,5,674,17.078315078448213,The last book from this shelf goes 17.1 in/cm into shelf 674
26.0,,,1,782,117,15,17586.0,01,2,5,675,17.011566661032703,The last book from this shelf goes 17.0 in/cm into shelf 675
26.0,,,1,783,117,15,17612.0,01,3,5,676,16.944818243617192,The last book from this shelf goes 16.9 in/cm into shelf 676
23.0,,,1,784,117,15,17635.0,01,4,5,677,13.878069826201681,The last book from this shelf goes 13.9 in/cm into shelf 677
28.0,,,1,785,117,15,17663.0,01,5,5,678,15.81132140878617,The last book from this shelf goes 15.8 in/cm into shelf 678
24.0,,,1,786,117,15,17687.0,01,6,5,679,13.74457299137066,The last book from this shelf goes 13.7 in/cm into shelf 679
26.0,,,1,787,117,15,17713.0,01,7,5,680,13.67782457395515,The last book from this shelf goes 13.7 in/cm into shelf 680
25.0,x,,1,788,118,15,17738.0,01,1,6,681,12.611076156539639,The last book from this shelf goes 12.6 in/cm into shelf 681
26.0,,,1,789,118,15,17764.0,01,2,6,682,12.544327739124128,The last book from this shelf goes 12.5 in/cm into shelf 682
25.0,,,1,790,118,15,17789.0,01,3,6,683,11.477579321708617,The last book from this shelf goes 11.5 in/cm into shelf 683
25.0,,,1,791,118,15,17814.0,01,4,6,684,10.410830904293107,The last book from this shelf goes 10.4 in/cm into shelf 684
31.0,,,1,792,118,15,17845.0,01,5,6,685,15.344082486877596,The last book from this shelf goes 15.3 in/cm into shelf 685
27.0,,,1,793,118,15,17872.0,01,6,6,686,16.277334069462086,The last book from this shelf goes 16.3 in/cm into shelf 686
27.0,,,1,794,118,15,17899.0,01,7,6,687,17.210585652046575,The last book from this shelf goes 17.2 in/cm into shelf 687
28.0,x,,1,795,119,15,17927.0,01,1,7,688,19.143837234631064,The last book from this shelf goes 19.1 in/cm into shelf 688
31.0,,,1,796,119,15,17958.0,01,2,7,689,24.077088817215554,The last book from this shelf goes 24.1 in/cm into shelf 689
27.0,,,1,797,119,15,17985.0,01,3,7,690,25.010340399800043,The last book from this shelf goes 25.0 in/cm into shelf 690
26.0,,,1,798,119,15,18011.0,01,4,7,691,24.943591982384532,The last book from this shelf goes 24.9 in/cm into shelf 691
27.0,,,1,799,119,15,18038.0,01,5,7,692,25.876843564969022,The last book from this shelf goes 25.9 in/cm into shelf 692
26.0,,,1,800,119,15,18064.0,01,6,7,693,25.81009514755351,The last book from this shelf goes 25.8 in/cm into shelf 693
26.0,,,1,801,119,15,18090.0,01,7,7,694,25.743346730138,The last book from this shelf goes 25.7 in/cm into shelf 694
25.0,x,,1,802,120,15,18115.0,01,1,8,695,24.67659831272249,The last book from this shelf goes 24.7 in/cm into shelf 695
25.0,,,1,803,120,15,18140.0,01,2,8,696,23.60984989530698,The last book from this shelf goes 23.6 in/cm into shelf 696
21.0,,,1,804,120,15,18161.0,01,3,8,697,18.54310147789147,The last book from this shelf goes 18.5 in/cm into shelf 697
28.0,,,1,805,120,15,18189.0,01,4,8,698,20.476353060475958,The last book from this shelf goes 20.5 in/cm into shelf 698
27.0,,,1,806,120,15,18216.0,01,5,8,699,21.409604643060447,The last book from this shelf goes 21.4 in/cm into shelf 699
27.0,,,1,807,120,15,18243.0,01,6,8,700,22.342856225644937,The last book from this shelf goes 22.3 in/cm into shelf 700
28.0,,,1,808,120,15,18271.0,01,7,8,701,24.276107808229426,The last book from this shelf goes 24.3 in/cm into shelf 701
26.0,x,QC482 .D5 Z48 1995,1,809,121,16,18297.0,01,1,1,702,24.209359390813916,The last book from this shelf goes 24.2 in/cm into shelf 702
26.0,,,1,810,121,16,18323.0,01,2,1,703,24.142610973398405,The last book from this shelf goes 24.1 in/cm into shelf 703
27.0,,,1,811,121,16,18350.0,01,3,1,704,25.075862555982894,The last book from this shelf goes 25.1 in/cm into shelf 704
28.0,,,1,812,121,16,18378.0,01,4,1,706,0.942365721151873,The last book from this shelf goes 0.9 in/cm into shelf 706
28.0,,,1,813,121,16,18406.0,01,5,1,707,2.8756173037363624,The last book from this shelf goes 2.9 in/cm into shelf 707
26.0,,,1,814,121,16,18432.0,01,6,1,708,2.8088688863208517,The last book from this shelf goes 2.8 in/cm into shelf 708
27.0,,,1,815,121,16,18459.0,01,7,1,709,3.742120468905341,The last book from this shelf goes 3.7 in/cm into shelf 709
26.0,x,,1,816,122,16,18485.0,01,1,2,710,3.6753720514898305,The last book from this shelf goes 3.7 in/cm into shelf 710
26.0,,,1,817,122,16,18511.0,01,2,2,711,3.60862363407432,The last book from this shelf goes 3.6 in/cm into shelf 711
26.0,,,1,818,122,16,18537.0,01,3,2,712,3.5418752166588092,The last book from this shelf goes 3.5 in/cm into shelf 712
26.0,,,1,819,122,16,18563.0,01,4,2,713,3.4751267992432986,The last book from this shelf goes 3.5 in/cm into shelf 713
26.0,,,1,820,122,16,18589.0,01,5,2,714,3.408378381827788,The last book from this shelf goes 3.4 in/cm into shelf 714
26.0,,,1,821,122,16,18615.0,01,6,2,715,3.3416299644122773,The last book from this shelf goes 3.3 in/cm into shelf 715
25.0,,,1,822,122,16,18640.0,01,7,2,716,2.2748815469967667,The last book from this shelf goes 2.3 in/cm into shelf 716
28.0,x,,1,823,123,16,18668.0,01,1,3,717,4.208133129581256,The last book from this shelf goes 4.2 in/cm into shelf 717
27.0,,,1,824,123,16,18695.0,01,2,3,718,5.141384712165745,The last book from this shelf goes 5.1 in/cm into shelf 718
25.0,,,1,825,123,16,18720.0,01,3,3,719,4.074636294750235,The last book from this shelf goes 4.1 in/cm into shelf 719
26.0,,,1,826,123,16,18746.0,01,4,3,720,4.007887877334724,The last book from this shelf goes 4.0 in/cm into shelf 720
26.0,,,1,827,123,16,18772.0,01,5,3,721,3.9411394599192136,The last book from this shelf goes 3.9 in/cm into shelf 721
26.0,,,1,828,123,16,18798.0,01,6,3,722,3.874391042503703,The last book from this shelf goes 3.9 in/cm into shelf 722
25.0,,,1,829,123,16,18823.0,01,7,3,723,2.8076426250881923,The last book from this shelf goes 2.8 in/cm into shelf 723
26.0,x,,1,830,124,16,18849.0,01,1,4,724,2.7408942076726817,The last book from this shelf goes 2.7 in/cm into shelf 724
25.0,,,1,831,124,16,18874.0,01,2,4,725,1.674145790257171,The last book from this shelf goes 1.7 in/cm into shelf 725
26.0,,,1,832,124,16,18900.0,01,3,4,726,1.6073973728416604,The last book from this shelf goes 1.6 in/cm into shelf 726
26.0,,,1,833,124,16,18926.0,01,4,4,727,1.5406489554261498,The last book from this shelf goes 1.5 in/cm into shelf 727
26.0,,,1,834,124,16,18952.0,01,5,4,728,1.4739005380106391,The last book from this shelf goes 1.5 in/cm into shelf 728
25.0,,,1,835,124,16,18977.0,01,6,4,729,0.4071521205951285,The last book from this shelf goes 0.4 in/cm into shelf 729
27.0,,,1,836,124,16,19004.0,01,7,4,730,1.3404037031796179,The last book from this shelf goes 1.3 in/cm into shelf 730
26.0,x,,1,837,125,16,19030.0,01,1,5,731,1.2736552857641072,The last book from this shelf goes 1.3 in/cm into shelf 731
25.0,,,1,838,125,16,19055.0,01,2,5,732,0.20690686834859662,The last book from this shelf goes 0.2 in/cm into shelf 732
26.0,,,1,839,125,16,19081.0,01,3,5,733,0.140158450933086,The last book from this shelf goes 0.1 in/cm into shelf 733
25.0,,,1,840,125,16,19106.0,01,4,5,733,25.140158450933086,The last book from this shelf goes 25.1 in/cm into shelf 733
25.0,,,1,841,125,16,19131.0,01,5,5,734,24.073410033517575,The last book from this shelf goes 24.1 in/cm into shelf 734
25.0,,,1,842,125,16,19156.0,01,6,5,735,23.006661616102065,The last book from this shelf goes 23.0 in/cm into shelf 735
25.0,,,1,843,125,16,19181.0,01,7,5,736,21.939913198686554,The last book from this shelf goes 21.9 in/cm into shelf 736
32.0,x,,1,844,126,16,19213.0,01,1,6,738,1.8064163638555328,The last book from this shelf goes 1.8 in/cm into shelf 738
25.0,,,1,845,126,16,19238.0,01,2,6,739,0.7396679464400222,The last book from this shelf goes 0.7 in/cm into shelf 739
26.0,,,1,846,126,16,19264.0,01,3,6,740,0.6729195290245116,The last book from this shelf goes 0.7 in/cm into shelf 740
26.0,,,1,847,126,16,19290.0,01,4,6,741,0.606171111609001,The last book from this shelf goes 0.6 in/cm into shelf 741
26.0,,,1,848,126,16,19316.0,01,5,6,742,0.5394226941934903,The last book from this shelf goes 0.5 in/cm into shelf 742
26.0,,,1,849,126,16,19342.0,01,6,6,743,0.4726742767779797,The last book from this shelf goes 0.5 in/cm into shelf 743
26.0,,,1,850,126,16,19368.0,01,7,6,744,0.40592585936246905,The last book from this shelf goes 0.4 in/cm into shelf 744
28.0,x,,1,851,127,16,19396.0,01,1,7,745,2.3391774419469584,The last book from this shelf goes 2.3 in/cm into shelf 745
26.0,,,1,852,127,16,19422.0,01,2,7,746,2.272429024531448,The last book from this shelf goes 2.3 in/cm into shelf 746
25.0,,,1,853,127,16,19447.0,01,3,7,747,1.2056806071159372,The last book from this shelf goes 1.2 in/cm into shelf 747
25.0,,,1,854,127,16,19472.0,01,4,7,748,0.13893218970042653,The last book from this shelf goes 0.1 in/cm into shelf 748
28.0,,,1,855,127,16,19500.0,01,5,7,749,2.072183772284916,The last book from this shelf goes 2.1 in/cm into shelf 749
28.0,,,1,856,127,16,19528.0,01,6,7,750,4.005435354869405,The last book from this shelf goes 4.0 in/cm into shelf 750
25.0,,,1,857,127,16,19553.0,01,7,7,751,2.9386869374538946,The last book from this shelf goes 2.9 in/cm into shelf 751
27.0,x,,1,858,128,16,19580.0,01,1,8,752,3.871938520038384,The last book from this shelf goes 3.9 in/cm into shelf 752
26.0,,,1,859,128,16,19606.0,01,2,8,753,3.8051901026228734,The last book from this shelf goes 3.8 in/cm into shelf 753
26.0,,,1,860,128,16,19632.0,01,3,8,754,3.7384416852073628,The last book from this shelf goes 3.7 in/cm into shelf 754
25.0,,,1,861,128,16,19657.0,01,4,8,755,2.671693267791852,The last book from this shelf goes 2.7 in/cm into shelf 755
25.0,,,1,862,128,16,19682.0,01,5,8,756,1.6049448503763415,The last book from this shelf goes 1.6 in/cm into shelf 756
29.0,,,1,863,128,16,19711.0,01,6,8,757,4.538196432960831,The last book from this shelf goes 4.5 in/cm into shelf 757
26.0,,,1,864,128,16,19737.0,01,7,8,758,4.47144801554532,The last book from this shelf goes 4.5 in/cm into shelf 758
25.0,x,QC793.9 .I67x 1993,1,865,129,17,19762.0,01,1,1,759,3.4046995981298096,The last book from this shelf goes 3.4 in/cm into shelf 759
26.0,,,1,866,129,17,19788.0,01,2,1,760,3.337951180714299,The last book from this shelf goes 3.3 in/cm into shelf 760
24.0,,,1,867,129,17,19812.0,01,3,1,761,1.2712027632987883,The last book from this shelf goes 1.3 in/cm into shelf 761
25.0,,,1,868,129,17,19837.0,01,4,1,762,0.2044543458832777,The last book from this shelf goes 0.2 in/cm into shelf 762
27.0,,,1,869,129,17,19864.0,01,5,1,763,1.137705928467767,The last book from this shelf goes 1.1 in/cm into shelf 763
26.0,,,1,870,129,17,19890.0,01,6,1,764,1.0709575110522565,The last book from this shelf goes 1.1 in/cm into shelf 764
28.0,,,1,871,129,17,19918.0,01,7,1,765,3.004209093636746,The last book from this shelf goes 3.0 in/cm into shelf 765
26.0,x,,1,872,130,17,19944.0,01,1,2,766,2.937460676221235,The last book from this shelf goes 2.9 in/cm into shelf 766
27.0,,,1,873,130,17,19971.0,01,2,2,767,3.8707122588057246,The last book from this shelf goes 3.9 in/cm into shelf 767
26.0,,,1,874,130,17,19997.0,01,3,2,768,3.803963841390214,The last book from this shelf goes 3.8 in/cm into shelf 768
28.0,,,1,875,130,17,20025.0,01,4,2,769,5.737215423974703,The last book from this shelf goes 5.7 in/cm into shelf 769
27.0,,,1,876,130,17,20052.0,01,5,2,770,6.670467006559193,The last book from this shelf goes 6.7 in/cm into shelf 770
25.0,,,1,877,130,17,20077.0,01,6,2,771,5.603718589143682,The last book from this shelf goes 5.6 in/cm into shelf 771
25.0,,,1,878,130,17,20102.0,01,7,2,772,4.536970171728171,The last book from this shelf goes 4.5 in/cm into shelf 772
27.0,x,,1,879,131,17,20129.0,01,1,3,773,5.470221754312661,The last book from this shelf goes 5.5 in/cm into shelf 773
26.0,,,1,880,131,17,20155.0,01,2,3,774,5.40347333689715,The last book from this shelf goes 5.4 in/cm into shelf 774
27.0,,,1,881,131,17,20182.0,01,3,3,775,6.3367249194816395,The last book from this shelf goes 6.3 in/cm into shelf 775
32.0,,,1,882,131,17,20214.0,01,4,3,776,12.269976502066129,The last book from this shelf goes 12.3 in/cm into shelf 776
27.0,,,1,883,131,17,20241.0,01,5,3,777,13.203228084650618,The last book from this shelf goes 13.2 in/cm into shelf 777
19.0,,,1,884,131,17,20260.0,01,6,3,778,6.136479667235108,The last book from this shelf goes 6.1 in/cm into shelf 778
30.0,,,1,885,131,17,20290.0,01,7,3,779,10.069731249819597,The last book from this shelf goes 10.1 in/cm into shelf 779
27.0,x,,1,886,132,17,20317.0,01,1,4,780,11.002982832404086,The last book from this shelf goes 11.0 in/cm into shelf 780
25.0,,,1,887,132,17,20342.0,01,2,4,781,9.936234414988576,The last book from this shelf goes 9.9 in/cm into shelf 781
25.0,,,1,888,132,17,20367.0,01,3,4,782,8.869485997573065,The last book from this shelf goes 8.9 in/cm into shelf 782
28.0,,,1,889,132,17,20395.0,01,4,4,783,10.802737580157554,The last book from this shelf goes 10.8 in/cm into shelf 783
26.0,,,1,890,132,17,20421.0,01,5,4,784,10.735989162742044,The last book from this shelf goes 10.7 in/cm into shelf 784
26.0,,,1,891,132,17,20447.0,01,6,4,785,10.669240745326533,The last book from this shelf goes 10.7 in/cm into shelf 785
26.0,,,1,892,132,17,20473.0,01,7,4,786,10.602492327911023,The last book from this shelf goes 10.6 in/cm into shelf 786
27.0,x,,1,893,133,17,20500.0,01,1,5,787,11.535743910495512,The last book from this shelf goes 11.5 in/cm into shelf 787
27.0,,,1,894,133,17,20527.0,01,2,5,788,12.468995493080001,The last book from this shelf goes 12.5 in/cm into shelf 788
26.0,,,1,895,133,17,20553.0,01,3,5,789,12.40224707566449,The last book from this shelf goes 12.4 in/cm into shelf 789
24.0,,,1,896,133,17,20577.0,01,4,5,790,10.33549865824898,The last book from this shelf goes 10.3 in/cm into shelf 790
27.0,,,1,897,133,17,20604.0,01,5,5,791,11.26875024083347,The last book from this shelf goes 11.3 in/cm into shelf 791
26.0,,,1,898,133,17,20630.0,01,6,5,792,11.202001823417959,The last book from this shelf goes 11.2 in/cm into shelf 792
26.0,,,1,899,133,17,20656.0,01,7,5,793,11.135253406002448,The last book from this shelf goes 11.1 in/cm into shelf 793
25.0,x,,1,900,134,17,20681.0,01,1,6,794,10.068504988586938,The last book from this shelf goes 10.1 in/cm into shelf 794
24.0,,,1,901,134,17,20705.0,01,2,6,795,8.001756571171427,The last book from this shelf goes 8.0 in/cm into shelf 795
25.0,,,1,902,134,17,20730.0,01,3,6,796,6.935008153755916,The last book from this shelf goes 6.9 in/cm into shelf 796
28.0,,,1,903,134,17,20758.0,01,4,6,797,8.868259736340406,The last book from this shelf goes 8.9 in/cm into shelf 797
25.0,,,1,904,134,17,20783.0,01,5,6,798,7.801511318924895,The last book from this shelf goes 7.8 in/cm into shelf 798
25.0,,,1,905,134,17,20808.0,01,6,6,799,6.734762901509384,The last book from this shelf goes 6.7 in/cm into shelf 799
26.0,,,1,906,134,17,20834.0,01,7,6,800,6.668014484093874,The last book from this shelf goes 6.7 in/cm into shelf 800
26.0,x,,1,907,135,17,20860.0,01,1,7,801,6.601266066678363,The last book from this shelf goes 6.6 in/cm into shelf 801
26.0,,,1,908,135,17,20886.0,01,2,7,802,6.5345176492628525,The last book from this shelf goes 6.5 in/cm into shelf 802
27.0,,,1,909,135,17,20913.0,01,3,7,803,7.467769231847342,The last book from this shelf goes 7.5 in/cm into shelf 803
27.0,,,1,910,135,17,20940.0,01,4,7,804,8.401020814431831,The last book from this shelf goes 8.4 in/cm into shelf 804
29.0,,,1,911,135,17,20969.0,01,5,7,805,11.33427239701632,The last book from this shelf goes 11.3 in/cm into shelf 805
23.0,,,1,912,135,17,20992.0,01,6,7,806,8.26752397960081,The last book from this shelf goes 8.3 in/cm into shelf 806
26.0,,,1,913,135,17,21018.0,01,7,7,807,8.2007755621853,The last book from this shelf goes 8.2 in/cm into shelf 807
25.0,x,,1,914,136,17,21043.0,01,1,8,808,7.134027144769789,The last book from this shelf goes 7.1 in/cm into shelf 808
27.0,,,1,915,136,17,21070.0,01,2,8,809,8.067278727354278,The last book from this shelf goes 8.1 in/cm into shelf 809
31.0,,,1,916,136,17,21101.0,01,3,8,810,13.000530309938767,The last book from this shelf goes 13.0 in/cm into shelf 810
28.0,,,1,917,136,17,21129.0,01,4,8,811,14.933781892523257,The last book from this shelf goes 14.9 in/cm into shelf 811
25.0,,,1,918,136,17,21154.0,01,5,8,812,13.867033475107746,The last book from this shelf goes 13.9 in/cm into shelf 812
28.0,,,1,919,136,17,21182.0,01,6,8,813,15.800285057692236,The last book from this shelf goes 15.8 in/cm into shelf 813
28.0,,,1,920,136,17,21210.0,01,7,8,814,17.733536640276725,The last book from this shelf goes 17.7 in/cm into shelf 814
30.0,x,QD33 .K5 1967,1,921,137,18,21240.0,01,1,1,815,21.666788222861214,The last book from this shelf goes 21.7 in/cm into shelf 815
26.0,,,1,922,137,18,21266.0,01,2,1,816,21.600039805445704,The last book from this shelf goes 21.6 in/cm into shelf 816
27.0,,,1,923,137,18,21293.0,01,3,1,817,22.533291388030193,The last book from this shelf goes 22.5 in/cm into shelf 817
27.0,,,1,924,137,18,21320.0,01,4,1,818,23.466542970614682,The last book from this shelf goes 23.5 in/cm into shelf 818
27.0,,,1,925,137,18,21347.0,01,5,1,819,24.399794553199172,The last book from this shelf goes 24.4 in/cm into shelf 819
27.0,,,1,926,137,18,21374.0,01,6,1,820,25.33304613578366,The last book from this shelf goes 25.3 in/cm into shelf 820
26.0,,,1,927,137,18,21400.0,01,7,1,821,25.26629771836815,The last book from this shelf goes 25.3 in/cm into shelf 821
24.0,x,,1,928,138,18,21424.0,01,1,2,822,23.19954930095264,The last book from this shelf goes 23.2 in/cm into shelf 822
26.0,,,1,929,138,18,21450.0,01,2,2,823,23.13280088353713,The last book from this shelf goes 23.1 in/cm into shelf 823
25.0,,,1,930,138,18,21475.0,01,3,2,824,22.06605246612162,The last book from this shelf goes 22.1 in/cm into shelf 824
25.0,,,1,931,138,18,21500.0,01,4,2,825,20.999304048706108,The last book from this shelf goes 21.0 in/cm into shelf 825
26.0,,,1,932,138,18,21526.0,01,5,2,826,20.932555631290597,The last book from this shelf goes 20.9 in/cm into shelf 826
25.0,,,1,933,138,18,21551.0,01,6,2,827,19.865807213875087,The last book from this shelf goes 19.9 in/cm into shelf 827
26.0,,,1,934,138,18,21577.0,01,7,2,828,19.799058796459576,The last book from this shelf goes 19.8 in/cm into shelf 828
25.0,x,,1,935,139,18,21602.0,01,1,3,829,18.732310379044065,The last book from this shelf goes 18.7 in/cm into shelf 829
25.0,,,1,936,139,18,21627.0,01,2,3,830,17.665561961628555,The last book from this shelf goes 17.7 in/cm into shelf 830
27.0,,,1,937,139,18,21654.0,01,3,3,831,18.598813544213044,The last book from this shelf goes 18.6 in/cm into shelf 831
26.0,,,1,938,139,18,21680.0,01,4,3,832,18.532065126797534,The last book from this shelf goes 18.5 in/cm into shelf 832
27.0,,,1,939,139,18,21707.0,01,5,3,833,19.465316709382023,The last book from this shelf goes 19.5 in/cm into shelf 833
26.0,,,1,940,139,18,21733.0,01,6,3,834,19.398568291966512,The last book from this shelf goes 19.4 in/cm into shelf 834
25.0,,,1,941,139,18,21758.0,01,7,3,835,18.331819874551,The last book from this shelf goes 18.3 in/cm into shelf 835
26.0,x,,1,942,140,18,21784.0,01,1,4,836,18.26507145713549,The last book from this shelf goes 18.3 in/cm into shelf 836
25.0,,,1,943,140,18,21809.0,01,2,4,837,17.19832303971998,The last book from this shelf goes 17.2 in/cm into shelf 837
26.0,,,1,944,140,18,21835.0,01,3,4,838,17.13157462230447,The last book from this shelf goes 17.1 in/cm into shelf 838
25.0,,,1,945,140,18,21860.0,01,4,4,839,16.06482620488896,The last book from this shelf goes 16.1 in/cm into shelf 839
25.0,,,1,946,140,18,21885.0,01,5,4,840,14.998077787473449,The last book from this shelf goes 15.0 in/cm into shelf 840
24.0,,,1,947,140,18,21909.0,01,6,4,841,12.931329370057938,The last book from this shelf goes 12.9 in/cm into shelf 841
25.0,,,1,948,140,18,21934.0,01,7,4,842,11.864580952642427,The last book from this shelf goes 11.9 in/cm into shelf 842
25.0,x,,1,949,141,18,21959.0,01,1,5,843,10.797832535226917,The last book from this shelf goes 10.8 in/cm into shelf 843
26.0,,,1,950,141,18,21985.0,01,2,5,844,10.731084117811406,The last book from this shelf goes 10.7 in/cm into shelf 844
26.0,,,1,951,141,18,22011.0,01,3,5,845,10.664335700395895,The last book from this shelf goes 10.7 in/cm into shelf 845
24.0,,,1,952,141,18,22035.0,01,4,5,846,8.597587282980385,The last book from this shelf goes 8.6 in/cm into shelf 846
25.0,,,1,953,141,18,22060.0,01,5,5,847,7.530838865564874,The last book from this shelf goes 7.5 in/cm into shelf 847
25.0,,,1,954,141,18,22085.0,01,6,5,848,6.4640904481493635,The last book from this shelf goes 6.5 in/cm into shelf 848
26.0,,,1,955,141,18,22111.0,01,7,5,849,6.397342030733853,The last book from this shelf goes 6.4 in/cm into shelf 849
26.0,x,,1,956,142,18,22137.0,01,1,6,850,6.330593613318342,The last book from this shelf goes 6.3 in/cm into shelf 850
26.0,,,1,957,142,18,22163.0,01,2,6,851,6.263845195902832,The last book from this shelf goes 6.3 in/cm into shelf 851
26.0,,,1,958,142,18,22189.0,01,3,6,852,6.197096778487321,The last book from this shelf goes 6.2 in/cm into shelf 852
24.0,,,1,959,142,18,22213.0,01,4,6,853,4.13034836107181,The last book from this shelf goes 4.1 in/cm into shelf 853
26.0,,,1,960,142,18,22239.0,01,5,6,854,4.0635999436563,The last book from this shelf goes 4.1 in/cm into shelf 854
26.0,,,1,961,142,18,22265.0,01,6,6,855,3.996851526240789,The last book from this shelf goes 4.0 in/cm into shelf 855
27.0,,,1,962,142,18,22292.0,01,7,6,856,4.9301031088252785,The last book from this shelf goes 4.9 in/cm into shelf 856
25.0,x,,1,963,143,18,22317.0,01,1,7,857,3.863354691409768,The last book from this shelf goes 3.9 in/cm into shelf 857
26.0,,,1,964,143,18,22343.0,01,2,7,858,3.796606273994257,The last book from this shelf goes 3.8 in/cm into shelf 858
26.0,,,1,965,143,18,22369.0,01,3,7,859,3.7298578565787466,The last book from this shelf goes 3.7 in/cm into shelf 859
26.0,,,1,966,143,18,22395.0,01,4,7,860,3.663109439163236,The last book from this shelf goes 3.7 in/cm into shelf 860
25.0,,,1,967,143,18,22420.0,01,5,7,861,2.5963610217477253,The last book from this shelf goes 2.6 in/cm into shelf 861
25.0,,,1,968,143,18,22445.0,01,6,7,862,1.5296126043322147,The last book from this shelf goes 1.5 in/cm into shelf 862
23.0,,,1,969,143,18,22468.0,01,7,7,862,24.529612604332215,The last book from this shelf goes 24.5 in/cm into shelf 862
25.0,x,,1,970,144,18,22493.0,01,1,8,863,23.462864186916704,The last book from this shelf goes 23.5 in/cm into shelf 863
25.0,,,1,971,144,18,22518.0,01,2,8,864,22.396115769501193,The last book from this shelf goes 22.4 in/cm into shelf 864
26.0,,,1,972,144,18,22544.0,01,3,8,865,22.329367352085683,The last book from this shelf goes 22.3 in/cm into shelf 865
25.0,,,1,973,144,18,22569.0,01,4,8,866,21.262618934670172,The last book from this shelf goes 21.3 in/cm into shelf 866
24.0,,,1,974,144,18,22593.0,01,5,8,867,19.19587051725466,The last book from this shelf goes 19.2 in/cm into shelf 867
25.0,,,1,975,144,18,22618.0,01,6,8,868,18.12912209983915,The last book from this shelf goes 18.1 in/cm into shelf 868
25.0,,,1,976,144,18,22643.0,01,7,8,869,17.06237368242364,The last book from this shelf goes 17.1 in/cm into shelf 869
24.0,x,QD251 .07 vol. 37,1,977,145,19,22667.0,01,1,1,870,14.99562526500813,The last book from this shelf goes 15.0 in/cm into shelf 870
25.0,,,1,978,145,19,22692.0,01,2,1,871,13.928876847592619,The last book from this shelf goes 13.9 in/cm into shelf 871
26.0,,,1,979,145,19,22718.0,01,3,1,872,13.862128430177108,The last book from this shelf goes 13.9 in/cm into shelf 872
